current_body_type,goal_body_type,age,height,weight,sleep_hours,exercise_frequency,daily_steps,alcohol_consumption,smoking,calorie_intake,protein_intake,fat_intake,BMI,activity_level,recommended_calories,recommended_protein,recommended_fat,recommended_carbs
overweight,fat_loss,38,156,108.9,7.3,4,9171,0,0,2843,106.9,92.2,44.75,active,2827,189.8,63.9,373.2
overweight,fat_loss,48,184,68.0,7.9,5,2432,1,1,2460,72.7,63.0,20.09,moderate,2111,145.0,53.2,263.1
normal,muscle_gain,33,168,80.7,7.6,2,3122,0,1,2858,72.3,93.2,28.59,active,3278,152.9,107.9,423.8
normal,recomposition,45,156,67.5,8.6,2,12910,1,0,1851,83.5,89.0,27.74,sedentary,1619,124.2,48.7,171.0
skinny,muscle_gain,25,186,95.9,6.9,2,8678,1,0,3043,90.5,119.6,27.72,sedentary,2761,160.6,78.6,352.8
overweight,muscle_gain,20,158,92.7,5.5,4,14170,0,0,3194,94.0,50.7,37.13,light,2941,167.0,68.2,414.8
skinny,recomposition,41,168,65.9,5.5,2,6877,1,1,2952,80.0,92.5,23.35,active,2560,119.4,67.9,367.8
skinny,recomposition,26,161,77.2,8.5,0,10565,0,1,2477,114.7,75.8,29.78,active,2944,167.5,77.0,395.2
skinny,fat_loss,46,188,45.8,7.1,3,3596,0,1,3113,64.4,104.1,12.96,light,1602,83.0,39.5,228.6
normal,recomposition,53,176,47.7,8.0,6,4828,0,0,1819,69.1,62.7,15.4,active,2246,101.2,63.5,317.4
normal,muscle_gain,53,152,84.7,5.6,2,3325,0,1,2118,102.9,54.1,36.66,active,3144,147.9,97.1,419.6
skinny,fat_loss,42,183,93.6,5.1,6,9680,1,0,2295,90.8,113.9,27.95,light,2242,191.1,52.9,250.4
normal,recomposition,18,173,84.4,8.6,3,8199,0,0,2851,120.4,72.7,28.2,moderate,2918,157.8,92.3,364.0
skinny,fat_loss,31,150,72.0,5.8,3,13730,1,0,2570,88.6,79.6,32.0,moderate,1940,139.5,56.2,219.1
skinny,recomposition,38,175,51.1,6.2,5,2188,0,0,3128,58.2,108.6,16.69,active,2437,99.6,67.5,357.8
normal,fat_loss,18,180,53.8,5.0,3,12281,1,0,2930,47.3,105.9,16.6,active,2238,99.4,56.7,332.5
skinny,fat_loss,20,164,66.1,5.5,3,8336,0,1,3193,93.9,113.1,24.58,sedentary,1442,116.9,33.2,168.9
skinny,fat_loss,30,152,109.8,7.6,6,11500,0,1,1942,117.5,119.1,47.52,light,2292,191.7,68.7,226.7
skinny,recomposition,23,183,63.7,5.8,0,7201,1,0,2295,69.3,74.0,19.02,moderate,2583,136.6,75.8,338.6
skinny,recomposition,41,166,107.8,6.7,5,8278,0,1,2170,89.6,84.0,39.12,light,2569,214.8,83.7,239.1
overweight,fat_loss,32,166,54.5,8.5,2,14983,0,0,2527,64.8,112.9,19.78,light,1623,100.2,52.6,187.2
skinny,muscle_gain,40,165,93.6,7.7,4,8084,0,0,2443,106.8,118.3,34.38,sedentary,2483,199.0,56.2,295.3
overweight,recomposition,55,181,109.8,7.1,4,8783,0,1,2579,105.4,117.6,33.52,sedentary,2351,216.4,73.8,205.3
overweight,muscle_gain,33,183,60.6,8.3,6,3153,0,1,2224,72.5,71.9,18.1,moderate,2858,113.8,69.1,445.2
skinny,fat_loss,31,189,108.7,7.4,1,3836,1,1,1816,149.3,72.4,30.43,sedentary,2201,209.5,59.0,208.0
skinny,muscle_gain,22,168,52.0,8.8,1,8851,1,1,2243,45.6,100.0,18.42,sedentary,2123,92.7,70.0,280.6
overweight,muscle_gain,19,187,63.3,8.1,3,6814,0,1,2826,66.8,110.2,18.1,sedentary,2432,117.6,66.0,341.9
normal,muscle_gain,22,167,91.2,6.6,6,2757,0,0,2266,125.9,71.5,32.7,light,2867,188.1,69.8,371.6
skinny,recomposition,34,175,108.8,6.4,5,14052,0,1,2391,149.0,78.8,35.53,moderate,3061,229.0,79.6,357.1
skinny,fat_loss,35,190,95.3,8.9,0,3629,1,1,3107,100.1,112.9,26.4,light,2384,183.7,53.8,291.2
overweight,recomposition,33,155,77.5,8.6,2,6995,0,0,2229,68.2,85.3,32.26,sedentary,1889,153.6,51.5,202.8
skinny,recomposition,52,183,107.0,5.0,3,9258,1,1,3162,88.2,54.6,31.95,active,3415,174.3,90.9,474.9
normal,recomposition,27,175,71.2,7.0,0,4037,1,1,2291,73.8,55.7,23.25,sedentary,1928,151.0,59.3,197.6
skinny,recomposition,34,171,98.6,6.0,2,9708,0,1,1923,93.2,85.1,33.72,active,3317,182.4,109.2,401.1
skinny,fat_loss,45,154,60.0,7.3,3,13752,1,1,2464,56.5,86.1,25.3,sedentary,1289,108.5,35.3,134.3
overweight,fat_loss,31,171,103.1,6.5,5,11718,0,1,2950,133.0,119.0,35.26,light,2264,167.8,69.3,242.3
normal,recomposition,49,159,90.6,8.6,3,14691,0,1,2488,77.1,82.7,35.84,light,2285,181.3,59.4,256.3
skinny,muscle_gain,29,153,77.6,5.8,1,5164,0,1,3143,92.1,103.4,33.15,moderate,2855,151.2,89.6,361.0
skinny,fat_loss,28,176,65.7,8.5,5,7953,0,1,1913,78.9,67.4,21.21,light,1924,116.0,58.8,232.7
normal,fat_loss,55,157,63.9,6.3,0,6166,0,1,3022,68.9,80.2,25.92,light,1458,134.3,38.7,143.1
normal,fat_loss,33,150,74.4,5.1,6,6971,0,0,1871,66.2,89.2,33.07,sedentary,1408,149.9,38.0,116.6
skinny,recomposition,22,190,90.4,8.8,4,3609,0,0,2870,107.4,59.0,25.04,sedentary,2333,160.5,67.7,270.4
overweight,fat_loss,53,171,106.2,5.0,5,3127,0,1,2145,116.6,86.4,36.32,moderate,2408,179.3,65.6,275.1
normal,recomposition,22,156,69.0,7.0,6,5237,1,1,2039,67.3,59.1,28.35,sedentary,1906,138.6,49.4,226.8
overweight,fat_loss,38,174,77.8,8.6,6,7789,0,1,3174,107.4,80.6,25.7,moderate,2263,126.0,59.5,305.9
overweight,muscle_gain,45,167,62.9,8.5,5,6462,1,0,2853,86.0,57.5,22.55,light,2300,103.4,67.4,319.9
normal,recomposition,55,165,67.2,5.1,4,14377,0,1,1883,63.2,57.9,24.68,moderate,2182,132.8,49.3,301.8
skinny,recomposition,33,152,77.7,5.9,3,5756,0,1,2197,95.7,117.0,33.63,sedentary,1862,136.5,59.1,196.0
skinny,muscle_gain,50,157,63.1,6.5,5,5415,0,0,1938,82.4,91.4,25.6,sedentary,1972,117.6,60.0,240.4
normal,muscle_gain,41,153,107.5,8.1,2,10756,0,1,2489,95.2,53.3,45.92,active,3479,178.8,106.4,451.5
overweight,muscle_gain,32,169,68.0,8.6,0,12748,1,1,2713,94.8,89.3,23.81,light,2502,130.3,79.8,315.6
normal,fat_loss,47,174,77.0,8.2,0,14286,1,0,2897,84.1,67.1,25.43,active,2439,146.6,69.6,306.6
normal,fat_loss,45,165,107.2,8.5,5,3156,1,1,2551,87.4,117.2,39.38,light,2201,232.2,69.0,162.8
normal,fat_loss,34,189,72.9,7.6,2,12835,0,1,2348,102.9,110.8,20.41,sedentary,1773,139.6,49.3,192.7
skinny,muscle_gain,42,164,87.8,6.0,1,11017,1,1,2534,107.9,118.4,32.64,active,3405,193.1,102.5,427.5
skinny,recomposition,50,182,50.5,7.4,1,9726,0,1,2191,74.0,64.3,15.25,active,2374,108.6,72.4,322.0
overweight,recomposition,48,187,74.8,6.0,6,3146,1,1,3183,64.0,97.2,21.39,light,2343,147.9,71.0,278.1
normal,muscle_gain,24,178,70.1,8.3,6,2829,1,1,2395,92.1,71.9,22.12,sedentary,2426,144.0,71.6,301.4
normal,muscle_gain,19,171,89.5,7.0,2,9674,1,0,1881,81.2,60.6,30.61,moderate,3271,191.0,83.8,438.2
normal,fat_loss,35,163,96.7,6.7,6,10985,0,0,2009,110.9,111.7,36.4,moderate,2400,207.9,61.9,252.8
normal,muscle_gain,39,187,105.1,6.0,6,9011,1,0,2208,123.4,96.7,30.06,moderate,3567,186.8,109.5,458.6
skinny,recomposition,47,150,53.7,8.5,6,11485,1,1,1810,79.8,84.8,23.87,sedentary,1503,111.0,39.4,176.1
normal,fat_loss,47,185,97.4,5.7,4,5243,0,0,1826,145.1,64.0,28.46,sedentary,1800,167.0,46.7,177.9
normal,recomposition,43,163,107.1,7.7,1,6097,0,0,3184,148.7,116.3,40.31,sedentary,2197,229.1,59.1,187.2
normal,fat_loss,18,167,79.7,8.9,5,6023,1,0,2171,115.1,89.1,28.58,moderate,2353,146.8,68.7,286.9
skinny,fat_loss,40,151,65.1,7.4,1,9859,1,1,3180,62.7,99.2,28.55,active,2080,116.7,62.7,262.2
skinny,recomposition,55,158,88.2,9.0,1,6312,0,0,3101,72.0,113.5,35.33,active,2760,146.1,66.7,393.8
overweight,fat_loss,34,189,62.4,6.0,5,2706,0,1,2350,87.6,100.5,17.47,active,2475,100.7,63.6,374.9
normal,muscle_gain,20,155,81.5,6.8,5,6269,1,0,2375,69.1,86.0,33.92,sedentary,2507,143.4,71.4,322.7
overweight,recomposition,37,190,69.1,5.7,0,8753,0,0,3066,75.8,64.6,19.14,sedentary,2009,129.2,53.7,252.2
normal,recomposition,21,156,61.1,5.3,5,7212,1,1,2105,52.4,71.7,25.11,moderate,2272,118.2,55.7,324.5
overweight,recomposition,20,168,106.1,8.7,1,10590,1,0,2463,142.2,69.6,37.59,moderate,3060,179.6,90.8,381.1
skinny,recomposition,42,189,81.8,6.4,0,13966,1,0,2631,108.2,61.0,22.9,sedentary,2140,141.8,64.6,247.9
overweight,recomposition,44,182,55.8,7.5,6,12547,0,1,2818,65.3,94.6,16.85,sedentary,1794,114.1,57.5,205.0
normal,fat_loss,36,186,88.7,6.5,4,12246,1,1,3166,95.2,81.5,25.64,moderate,2524,159.5,78.6,294.6
normal,muscle_gain,40,157,83.2,6.4,1,13772,0,1,2015,75.5,87.8,33.75,moderate,2856,160.8,89.7,351.4
overweight,muscle_gain,53,188,81.2,8.0,5,14596,1,0,1894,68.5,92.1,22.97,active,3370,178.1,99.7,440.1
overweight,recomposition,19,157,96.2,8.9,2,5590,0,1,2661,94.9,112.7,39.03,sedentary,2301,176.2,52.1,281.8
skinny,recomposition,29,166,57.5,6.1,1,7737,0,0,1984,66.5,119.2,20.87,sedentary,1740,93.1,40.5,250.8
normal,muscle_gain,27,184,45.8,7.1,3,13938,0,0,3056,50.3,119.4,13.53,active,3027,87.8,88.6,469.6
normal,recomposition,23,159,70.0,5.7,0,7111,1,0,2073,71.9,89.0,27.69,moderate,2411,122.1,68.5,326.5
skinny,recomposition,27,156,79.5,5.5,3,8065,1,1,2627,70.0,71.3,32.67,light,2197,163.1,63.5,243.3
skinny,muscle_gain,39,178,73.5,5.2,4,7871,0,0,1986,109.9,61.0,23.2,sedentary,2459,118.3,72.3,333.8
skinny,fat_loss,33,182,101.6,5.4,6,2756,0,1,2081,96.7,65.4,30.67,light,2286,203.9,54.2,245.6
skinny,fat_loss,28,189,96.1,5.4,6,13230,0,1,2728,133.1,95.7,26.9,sedentary,2003,181.9,63.1,176.9
overweight,recomposition,49,174,90.3,5.5,2,12186,0,0,2536,81.1,114.9,29.83,moderate,2623,182.9,69.5,316.5
overweight,fat_loss,48,167,83.4,6.5,4,13998,1,1,2893,102.4,77.5,29.9,moderate,2065,176.0,59.4,206.6
overweight,fat_loss,45,153,46.0,8.2,1,9224,1,1,1959,49.6,99.5,19.65,sedentary,1200,88.1,29.7,145.1
normal,muscle_gain,44,161,50.1,8.4,5,4061,0,1,2250,46.3,79.9,19.33,active,2722,93.9,88.0,388.6
skinny,fat_loss,33,189,85.1,7.8,2,7818,0,1,3104,68.3,113.3,23.82,sedentary,1773,186.3,49.6,145.3
normal,fat_loss,54,153,73.3,8.4,0,10151,1,0,3152,102.9,94.0,31.31,sedentary,1335,147.4,36.5,104.2
overweight,fat_loss,43,162,103.9,7.6,2,9367,1,1,2293,117.1,88.2,39.59,moderate,2537,182.1,82.8,265.9
overweight,fat_loss,18,171,70.3,6.5,0,11326,1,1,2148,58.7,96.1,24.04,active,2583,117.3,58.1,397.7
overweight,recomposition,26,181,78.6,8.6,6,9070,1,1,3002,117.4,51.6,23.99,active,3169,171.0,71.5,460.4
skinny,muscle_gain,53,152,86.7,7.0,2,13966,1,0,3147,127.2,115.7,37.53,light,2626,158.5,65.3,351.1
skinny,recomposition,43,184,49.2,6.6,3,3467,1,1,2437,73.3,56.1,14.53,sedentary,1808,99.8,40.7,260.6
normal,fat_loss,37,165,46.0,5.8,4,11963,1,1,2665,43.9,64.1,16.9,moderate,1609,97.2,53.4,184.9
skinny,fat_loss,21,183,77.4,8.7,1,8427,1,1,2192,99.8,114.7,23.11,light,2152,164.7,54.0,251.8
normal,muscle_gain,42,155,108.4,8.3,0,14946,0,1,2423,157.3,53.8,45.12,moderate,3280,208.5,88.0,413.5
skinny,recomposition,39,171,47.9,5.9,5,8659,1,1,1800,49.8,90.3,16.38,sedentary,1537,104.9,35.0,200.6
skinny,muscle_gain,44,157,57.3,8.4,3,14382,1,1,3038,66.0,77.8,23.25,active,2743,108.3,75.6,407.4
normal,recomposition,31,174,69.2,8.4,5,5116,1,1,2500,61.2,52.0,22.86,moderate,2555,113.6,57.4,396.0
overweight,fat_loss,40,174,85.6,5.5,3,9531,0,0,1902,77.4,113.6,28.27,light,1909,152.8,42.6,228.6
overweight,recomposition,32,165,85.4,5.8,2,8259,0,0,1935,100.8,68.1,31.37,light,2447,187.9,67.9,271.1
overweight,recomposition,31,187,57.0,7.1,2,6786,0,1,2411,82.4,80.9,16.3,active,2791,96.0,88.2,403.3
normal,muscle_gain,30,173,60.7,6.5,4,2080,1,0,2935,79.8,95.4,20.28,light,2559,125.3,83.4,326.8
skinny,fat_loss,39,153,64.5,8.6,1,4057,0,1,2468,69.3,115.7,27.55,active,2027,118.0,54.8,265.4
normal,muscle_gain,46,189,101.2,7.4,5,7298,0,0,2307,114.9,65.1,28.33,sedentary,2661,198.9,86.5,271.7
overweight,fat_loss,18,177,57.0,8.0,2,2840,0,0,1924,62.5,114.0,18.19,moderate,2123,104.8,54.0,304.4
skinny,muscle_gain,30,152,76.0,8.6,5,5173,1,1,2009,76.1,96.3,32.89,moderate,2910,133.5,78.0,418.5
normal,fat_loss,51,164,101.2,6.8,4,7667,0,0,2250,103.7,55.6,37.63,moderate,2313,204.8,65.7,225.6
overweight,recomposition,22,158,74.3,6.4,4,5872,1,1,2062,101.3,63.9,29.76,moderate,2559,123.2,83.0,329.8
normal,recomposition,40,166,63.2,6.8,1,6278,0,1,2865,80.7,57.6,22.94,light,2110,121.3,69.9,248.9
skinny,muscle_gain,43,164,67.1,8.6,0,6286,0,1,3032,71.2,100.7,24.95,active,3050,133.0,72.6,466.1
normal,fat_loss,27,164,77.3,5.2,5,2912,1,1,2508,71.7,105.3,28.74,sedentary,1564,132.2,42.4,163.4
overweight,recomposition,48,153,90.3,7.5,2,5811,0,0,2695,109.2,108.0,38.57,light,2164,190.0,67.8,198.5
overweight,muscle_gain,20,168,95.2,5.5,2,8536,0,0,2501,85.7,110.9,33.73,sedentary,2604,170.2,69.6,324.2
normal,muscle_gain,36,186,53.8,6.0,6,2813,1,0,2282,49.2,119.8,15.55,light,2432,116.0,79.1,314.0
overweight,muscle_gain,25,159,69.0,7.8,0,5845,0,0,1992,89.1,102.3,27.29,moderate,2815,128.0,72.7,412.2
overweight,recomposition,21,167,47.9,6.5,2,7782,0,0,2123,46.1,118.2,17.18,light,1917,79.6,58.8,267.4
overweight,recomposition,22,189,101.7,9.0,1,5987,1,1,3068,96.3,55.1,28.47,light,2872,181.5,82.1,351.8
skinny,muscle_gain,47,183,72.7,8.8,6,6808,1,1,2983,98.6,67.6,21.71,active,3275,121.2,87.2,501.3
skinny,recomposition,39,180,94.2,8.7,6,5455,1,1,2507,83.4,114.3,29.07,sedentary,2333,158.8,56.6,297.1
normal,muscle_gain,25,182,106.0,6.0,1,13009,1,1,2415,155.4,61.6,32.0,sedentary,2948,219.0,68.6,363.6
skinny,recomposition,38,163,46.0,7.2,1,11709,1,0,2304,51.1,86.5,17.31,sedentary,1461,94.0,42.9,174.7
skinny,fat_loss,24,177,57.5,6.8,5,12848,0,1,2970,85.1,113.7,18.35,moderate,1994,97.4,51.5,285.2
normal,fat_loss,55,176,95.4,8.6,1,7594,1,0,3187,102.8,106.9,30.8,moderate,2347,176.1,74.8,242.4
normal,muscle_gain,49,164,51.7,8.7,1,8231,0,0,2277,45.1,82.9,19.22,light,2194,110.7,50.8,323.5
skinny,fat_loss,52,170,89.0,8.5,1,7193,1,1,2762,126.6,74.3,30.8,moderate,2249,178.8,73.3,218.5
skinny,fat_loss,20,188,94.7,6.8,6,9721,0,0,2254,99.0,64.3,26.79,moderate,2720,193.8,64.0,342.2
normal,recomposition,54,170,59.4,8.1,3,14785,0,1,1899,82.5,56.2,20.55,light,1813,106.9,50.8,232.1
overweight,fat_loss,24,163,58.6,5.1,3,8025,1,0,1853,61.4,111.9,22.06,light,1571,122.5,38.3,184.1
normal,recomposition,49,164,61.9,5.0,4,2036,0,1,2466,92.5,109.4,23.01,light,1845,107.3,54.1,232.2
overweight,recomposition,21,179,78.2,5.7,0,2831,0,0,3164,71.7,88.7,24.41,moderate,2783,142.4,65.0,407.1
overweight,muscle_gain,19,173,96.6,7.7,0,10427,1,1,2235,127.1,80.7,32.28,sedentary,2752,186.3,68.4,347.8
normal,recomposition,45,159,82.9,6.1,6,10650,0,0,2343,104.8,88.2,32.79,moderate,2394,163.0,76.4,263.6
overweight,recomposition,53,153,100.3,6.7,3,11431,1,0,3186,129.9,64.4,42.85,light,2397,177.1,63.2,279.9
overweight,fat_loss,40,152,63.3,5.0,5,6534,0,1,2407,93.9,58.6,27.4,active,2054,134.1,55.6,254.3
normal,muscle_gain,53,157,59.0,7.6,1,14666,1,0,2380,60.9,115.2,23.94,moderate,2527,125.3,63.0,364.7
overweight,fat_loss,52,171,71.5,6.6,5,7959,0,1,3053,85.9,101.4,24.45,light,1780,115.3,57.6,200.1
overweight,muscle_gain,19,159,47.8,7.1,5,12611,1,1,2287,61.9,115.0,18.91,moderate,2539,90.4,76.7,371.8
skinny,fat_loss,46,169,87.3,6.4,0,14695,1,1,1808,76.3,105.6,30.57,active,2554,158.0,75.4,310.9
skinny,recomposition,46,151,109.4,8.2,3,9792,0,1,2085,136.6,71.6,47.98,light,2519,227.3,67.7,250.1
overweight,fat_loss,19,160,105.3,6.1,1,8473,1,0,2089,113.3,91.7,41.13,moderate,2620,214.4,60.0,305.6
normal,muscle_gain,20,185,60.2,8.3,2,9649,0,1,2798,66.4,91.2,17.59,moderate,2965,122.5,81.0,436.5
normal,recomposition,48,187,97.7,6.1,4,2523,1,0,2078,141.5,103.6,27.94,moderate,2970,164.3,75.6,408.1
overweight,muscle_gain,49,155,47.0,7.9,4,8306,1,1,2042,38.3,95.4,19.56,light,2036,88.8,66.3,271.0
normal,recomposition,45,171,71.2,6.6,0,12825,0,0,2898,70.7,66.7,24.35,light,2121,147.0,48.4,274.4
skinny,fat_loss,25,175,92.3,7.6,3,5986,1,1,2177,124.7,109.9,30.14,sedentary,1778,159.8,55.5,159.8
skinny,recomposition,22,155,54.1,8.1,0,7242,1,0,2165,59.0,119.2,22.52,moderate,2211,98.9,72.8,290.1
overweight,fat_loss,35,165,79.5,8.7,0,4398,0,0,2338,80.9,64.0,29.2,light,1839,129.1,46.8,225.4
overweight,recomposition,46,180,97.9,7.5,1,11809,0,1,1920,96.2,110.0,30.22,active,3213,205.9,101.4,369.2
overweight,muscle_gain,52,186,73.6,5.5,2,9841,1,1,2643,93.6,102.6,21.27,light,2604,147.5,76.8,330.7
normal,recomposition,52,157,99.7,8.8,1,2472,0,0,1907,83.8,73.0,40.45,sedentary,2042,181.6,52.7,210.3
overweight,muscle_gain,22,152,47.1,5.9,6,10454,0,0,3179,53.6,104.7,20.39,moderate,2522,86.4,58.6,412.2
overweight,muscle_gain,30,154,79.1,6.3,1,6412,0,1,1892,63.5,92.8,33.35,active,3141,128.5,69.9,499.5
normal,recomposition,37,166,52.3,5.4,4,10910,0,0,2549,60.3,93.7,18.98,moderate,2114,87.3,49.0,330.9
skinny,muscle_gain,41,187,105.2,6.7,4,6018,0,1,2400,100.6,74.4,30.08,light,3162,208.9,75.9,410.8
overweight,fat_loss,36,166,53.6,6.7,6,5565,1,0,2838,56.7,70.8,19.45,sedentary,1373,107.2,30.7,167.0
normal,recomposition,22,158,101.3,7.3,4,11113,1,1,2878,138.7,117.6,40.58,active,3278,217.4,73.1,437.6
overweight,fat_loss,25,169,66.4,5.5,4,8914,0,0,2391,74.2,70.1,23.25,sedentary,1560,132.2,46.9,152.3
overweight,recomposition,44,185,72.7,5.8,0,4345,1,0,2210,85.3,50.8,21.24,active,2962,132.4,96.5,391.0
skinny,muscle_gain,43,167,87.1,6.0,2,8922,0,0,2025,84.9,70.4,31.23,active,3348,163.1,86.5,479.3
skinny,recomposition,36,170,109.7,7.6,0,11302,1,1,2511,128.3,80.3,37.96,sedentary,2339,176.5,76.5,236.1
normal,recomposition,44,163,53.7,7.4,5,5733,1,0,3016,58.3,76.2,20.21,sedentary,1531,91.9,38.8,203.6
skinny,recomposition,18,154,46.1,5.7,6,4115,1,1,2875,64.0,85.2,19.44,sedentary,1626,79.7,43.7,228.5
skinny,muscle_gain,21,158,105.6,5.1,5,9494,0,1,3037,148.2,116.9,42.3,sedentary,2635,217.2,59.4,307.9
normal,muscle_gain,27,150,73.9,8.9,1,7501,0,1,2842,107.4,107.1,32.84,sedentary,2162,127.1,67.1,262.4
normal,fat_loss,52,150,81.3,5.7,2,12045,1,0,2044,119.2,53.9,36.13,light,1689,132.3,49.9,177.7
normal,fat_loss,30,158,56.4,8.4,1,5187,1,0,3199,81.6,98.9,22.59,active,1965,112.6,44.4,278.8
overweight,recomposition,42,175,63.9,6.8,5,6853,0,0,2062,54.9,50.5,20.87,light,2036,139.7,65.7,221.5
overweight,recomposition,28,171,101.0,7.7,5,5633,0,1,2440,140.5,90.6,34.54,moderate,2936,162.5,84.7,380.9
skinny,recomposition,46,156,92.9,7.2,5,6449,1,0,1897,89.5,111.9,38.17,moderate,2662,192.8,70.0,315.2
skinny,recomposition,35,183,58.7,8.8,2,3938,1,0,2192,86.1,101.2,17.53,active,2661,107.0,87.0,362.5
overweight,muscle_gain,24,167,74.2,6.5,4,4839,0,0,2254,81.6,55.0,26.61,sedentary,2498,130.8,62.4,353.3
overweight,fat_loss,43,172,92.5,7.3,5,10780,0,1,2791,107.2,52.6,31.27,sedentary,1758,193.8,57.1,117.2
overweight,fat_loss,43,167,75.2,7.0,3,5388,1,1,3059,104.3,55.0,26.96,moderate,1986,122.4,56.7,246.5
overweight,muscle_gain,47,154,105.2,8.5,0,5001,1,0,2578,142.3,70.1,44.36,active,3541,204.4,99.5,457.0
skinny,muscle_gain,51,190,74.3,7.3,2,10454,0,1,2544,89.0,54.9,20.58,moderate,3073,152.0,82.5,430.6
overweight,muscle_gain,54,164,105.6,8.9,1,2709,0,0,2868,84.6,71.9,39.26,moderate,3130,200.3,80.2,401.8
overweight,muscle_gain,54,169,95.0,5.8,1,12498,1,1,2334,132.4,100.8,33.26,sedentary,2478,208.9,56.5,283.5
skinny,recomposition,33,188,59.0,8.3,4,11709,0,0,2837,71.0,74.8,16.69,active,2727,128.8,87.1,357.0
skinny,fat_loss,32,150,57.6,9.0,4,12499,1,1,3108,63.0,106.0,25.6,moderate,1658,100.1,46.4,210.0
normal,recomposition,39,190,60.6,5.5,3,2087,0,1,2528,50.8,119.9,16.79,active,2848,107.9,74.6,436.2
overweight,recomposition,39,186,101.1,8.1,0,8815,1,1,2312,115.1,113.1,29.22,moderate,3097,175.9,94.5,385.7
overweight,recomposition,55,163,58.2,6.6,2,3291,0,1,2439,69.0,76.5,21.91,sedentary,1504,110.4,33.8,189.6
overweight,fat_loss,45,156,88.0,7.1,5,9971,0,1,2919,96.7,57.4,36.16,active,2437,167.2,68.9,287.0
overweight,recomposition,25,156,105.4,7.5,2,10446,0,1,2907,137.7,87.8,43.31,active,3359,200.5,85.0,448.0
skinny,muscle_gain,36,155,57.7,5.4,2,3848,0,0,2429,58.1,51.7,24.02,active,2862,110.5,72.3,442.3
overweight,fat_loss,25,158,55.2,6.8,5,10815,1,0,2037,65.9,98.3,22.11,active,1989,98.9,62.2,258.4
overweight,fat_loss,28,150,76.5,9.0,6,10329,0,1,2207,104.3,56.1,34.0,sedentary,1518,140.9,39.2,150.4
skinny,muscle_gain,32,172,47.8,5.3,0,9712,1,0,2982,45.0,107.6,16.16,sedentary,1995,98.6,66.5,250.5
overweight,muscle_gain,46,151,67.4,8.2,6,14086,0,0,2033,95.2,86.5,29.56,active,2784,118.3,66.2,428.8
skinny,muscle_gain,41,161,67.4,5.7,6,9355,1,1,2798,98.6,110.9,26.0,moderate,2670,112.1,86.7,360.3
skinny,recomposition,34,154,105.1,8.1,4,2812,0,1,2721,134.6,66.4,44.32,moderate,2885,224.7,75.5,326.7
normal,recomposition,45,167,96.3,8.7,4,14785,0,1,2643,105.4,93.2,34.53,active,3077,202.0,71.5,406.4
overweight,fat_loss,19,156,61.2,5.4,1,6089,0,0,1846,83.1,102.3,25.15,moderate,1981,120.7,55.0,250.8
skinny,fat_loss,33,182,47.7,6.6,0,3428,0,0,2447,45.0,70.1,14.4,sedentary,1297,77.4,32.5,173.7
skinny,fat_loss,38,152,80.2,8.6,6,12347,0,1,2312,69.3,51.6,34.71,active,2279,161.6,61.3,270.2
overweight,recomposition,34,187,89.2,6.7,3,3197,1,0,3095,113.1,63.2,25.51,light,2669,166.8,66.4,351.0
normal,muscle_gain,47,189,106.0,7.8,6,8548,1,0,1963,154.8,116.0,29.67,active,3844,194.9,96.0,550.1
normal,fat_loss,44,177,51.1,6.4,0,5220,1,1,2647,69.8,56.0,16.31,light,1467,82.2,36.1,203.3
overweight,muscle_gain,53,176,49.9,8.0,4,3352,1,1,3047,65.7,82.8,16.11,moderate,2455,94.1,61.6,381.1
skinny,recomposition,32,157,99.6,7.8,6,14298,1,0,2790,90.6,97.9,40.41,light,2424,163.9,69.6,285.5
overweight,muscle_gain,27,177,106.1,6.1,4,2694,0,1,2933,95.9,70.6,33.87,active,3921,224.4,87.7,558.5
skinny,fat_loss,34,155,53.5,5.9,2,9544,0,0,2351,55.6,70.4,22.27,light,1381,116.6,37.5,144.3
skinny,muscle_gain,44,173,109.4,5.7,4,8008,1,0,2047,123.8,80.2,36.55,active,3753,180.9,123.6,479.2
skinny,fat_loss,27,175,47.0,5.6,2,4531,1,1,2764,54.9,112.1,15.35,sedentary,1338,95.8,30.1,171.0
normal,recomposition,32,178,109.8,8.8,1,7924,1,1,2957,147.3,71.3,34.65,sedentary,2429,238.9,60.5,232.2
skinny,fat_loss,38,154,46.4,7.7,4,14545,0,1,2963,56.0,99.3,19.56,sedentary,1200,75.2,31.6,153.7
overweight,fat_loss,30,176,96.0,8.0,0,2825,0,0,3047,137.2,109.6,30.99,sedentary,1982,190.8,52.5,186.6
normal,fat_loss,40,168,81.7,8.7,6,13320,1,0,2533,98.2,117.3,28.95,light,1969,164.4,46.3,223.7
skinny,muscle_gain,37,186,101.0,6.0,2,8278,0,1,2204,117.2,70.4,29.19,active,3883,172.3,96.9,580.4
normal,muscle_gain,35,165,104.1,5.0,1,5247,1,0,2256,117.6,97.0,38.24,moderate,3275,181.6,88.0,439.1
skinny,fat_loss,19,163,75.3,7.3,1,12372,1,0,2576,106.1,104.0,28.34,moderate,2194,158.6,59.4,256.2
skinny,fat_loss,41,182,76.2,6.0,4,10051,1,1,2913,111.6,75.8,23.0,light,1919,124.8,52.6,236.6
skinny,recomposition,26,184,90.6,7.4,0,9618,0,1,2837,103.1,98.0,26.76,light,2572,167.5,57.6,345.9
